Records ID,Beetle Host,Beetle Host IDs,categories,pathogens,country or region,ecological relationship,experimental conditions,identification method,infection site,organism source,validation type,source,year,full text,title
494,Ips amitinus,1696,Microsporidia,Chytridiopsis typographi,Czech Republic,pathogen,,,,evaluation of pathogen from beetles,,"Lukasova et al., 2013",2013,full text,"Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196."
501,Ips typographus,1733,Microsporidia,Nosema typographi,Czech Republic,,,morphological,,evaluation of pathogen from beetles,,"Lukášová and Holuša, 2015",2015,full text,"Lukášová, K., & Holuša, J. (2015). Comparison of pathogens infection level in Ips typographus (Coleoptera: Curculionidae) beetles sampled in pheromone traps and at place of overwintering. Acta Parasitologica, 60(3), 462-465."
503,Pityokteines curvidens,1747,Microsporidia,Nosema curvidentis,,,,,,,,Lysenko 1959,1959,full text,"Lysenko, O. (1959). Report on diagnosis of bacteria isolated from insects (1954–1958). Entomophaga, 4(1), 15-22."
507,Dendroctonus frontalis,479,Microsporidia,Unikaryon minutum,United States,parasite,,,,evaluation of infection from beetles,,"MacGuidwin et al., 1980",1980,full text,"MacGuidwin, A. E., Smart Jr, G. C., Wilkinson, R. C., & Allen, G. E. (1980). Effect of the nematode Contortylenchus brevicomi on gallery construction and fecundity of the southern pine beetle. Journal of nematology, 12(4), 278."
583,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Slovakia,pathogen,,,,evaluation of pathogen from beetles,,"Michalková et al., 2012",2012,full text,"Michalková, V., Krascsenitsová, E., & Kozánek, M. (2012). On the pathogens of the spruce bark beetle Ips typographus (Coleoptera: Scolytinae) in the Western Carpathians. Biologia, 67(1), 217-221."
656,Pityokteines curvidens,1747,Microsporidia,Chytridiopsis cf. typographi,Croatia,pathogen; occurrence survey,,,midgut epithelium,isolated from beetle,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
659,Pityokteines spinidens,1754,Microsporidia,Chytridiopsis cf. typographi,Croatia,pathogen; occurrence survey,,,midgut epithelium,isolated from beetle,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
660,Pityokteines spinidens,1754,Microsporidia,Canningia spinidentis,Croatia,pathogen; occurrence survey,,,fat body; gonads; midgut epithelium,isolated from beetle,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
662,Pityokteines vorontzowi,1755,Microsporidia,Chytridiopsis cf. typographi,Croatia,pathogen; occurrence survey,,,midgut epithelium,isolated from beetle,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
672,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Bulgaria,,,,,,,"Pilarska et al., 2018",2018,full text,"Pilarska, D., Georgiev, G., Dobreva, M., Takov, D., Mirchev, P., Doychev, D., ... & Hajek, A. E. (2018). Pathogens and parasitoids of forest pest insects in the region of Forest Protection Station Plovdiv during the period 1990–2017. Silva, 19, 3."
681,Pityogenes calcaratus,5950,Microsporidia,Nosema calcarati,Israel,parasite,,,,,,"Purrini and Halperin, 1982",1982,full text,"Purrini K. & J. Halperin 1982. Nosema calcarati n.sp. (Microsporidia), a new parasite of Pityogenes calcaratus Eichhoff (Col., Scolytidae). Zeitschrift für angewandte Entomologie 94, 87-92."
683,Trypodendron domesticum,1873,Microsporidia,Pleistophora xyloteri,Germany,parasite,,,,,,"Purrini and Ormieres, 1981",1981,full text,"Purrini K. & R. Ormieres 1981. On three new sporozoan parasites of bark beetles (Scolytidae, Coleoptera). Zeitschrift für angewandte Entomologie 91, 67-74."
684,Dryocoetes autographus,1837,Microsporidia,Nosema dryocoetesi,Germany,parasite,,,,,,"Purrini and Ormieres, 1981",1981,full text,"Purrini K. & R. Ormieres 1981. On three new sporozoan parasites of bark beetles (Scolytidae, Coleoptera). Zeitschrift für angewandte Entomologie 91, 67-74."
685,Hylastes cunicularius,5178,Microsporidia,Chytridiopsis typographi,,parasite,,,,,,"Purrini and Weiser, 1984",1984,only English abstract,"Purrini K. & J. Weiser 1984. Light- and electron microscopic studies of Chytridiopsis typographi (Weiser 1954) Weiser 1970 (Microspora), parasitizing the bark beetle Hylastes cunicularius Er. Zoologischer Anzeiger, Jena 212, 369-76."
686,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Germany,parasite,,,,,,"Purrini and Weiser, 1985",1985,full text,"Purrini K. & J. Weiser 1985. Ultrastructural study of the microsporidian Chytridiopsis typographi (Chytridiopsida: Microspora) infecting the bark beetle Ips typographus (Scolytidae: Coleoptera), with new data on spore dimorphism. Journal of Invertebrate Pathology 45, 66-74."
689,Scolytus scolytus,1172,Microsporidia,Stempellia cf. scolyti,Germany,,,,,,,"Purrini, 1975",1975,full text,"Purrini K. 1975. Zur Kenntnis der Krankheiten des Großen Ulmensplintkäfers, Scolytus scolytus F. im Gebiet von Kosovo, Jugoslawien. Anzeiger für Schädlingskunde, Pflanzenschutz, Umweltschutz 48, 154-56."
696,Hylurgops palliatus,409,Microsporidia,Nosema cf. typographi,Germany,,,morphological,,,,"Purrini, 1978b",1978,full text,"Purrini K. 1978. Protozoen als Krankheitserreger bei einigen Borkenkäferarten (Col., Scolytidae) im Königsee-Gebiet, Oberbayern. Anzeiger für Schädlingskunde, Pflanzenschutz, Umweltschutz 51, 171-75."
750,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Bulgaria,,,,,,,"Takov and Pilarska, 2009",2009,full text,"Takov, D., & Pilarska, D. (2009). Single and mixed infections in Ips typographus (Coleoptera: Scolytinae) caused by the entomopathogens Entomopoxvirus typographi (Virales), Gregarina typographi (Sporozoa) and Chytridiopsis typographi (Microsporidia). Acta Zool Bulg, 61(1), 45-48."
755,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Bulgaria,pathogen,,morphological,,isolated from beetle,,"Takov et al., 2006",2006,full text,"Takov, D., Pilarska, D., & Wegensteiner, R. (2006). Entomopathogens in Ips typographus (Coleoptera: Scolytidae) from several spruce stands in Bulgaria. Acta zoologica bulgarica, 58(3), 409-420."
763,Ips acuminatus,1695,Microsporidia,Chytridiopsis typographi,Bulgaria,,,,,isolated from beetle,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
767,Orthotomicus proximus,5944,Microsporidia,Chytridiopsis cf. typographi,Bulgaria,,,,,isolated from beetle,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
770,Cryphalus saltuarius,8189,Microsporidia,Chytridiopsis cf. typographi,Bulgaria,,,,,isolated from beetle,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
771,Hylurgus ligniperda,502,Microsporidia,Nosema sp.,Bulgaria,,,,,isolated from beetle,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
781,Hylurgus ligniperda,502,Microsporidia,Nosema sp.,Bulgaria,pathogen,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
782,Taphrorychus villifrons,6268,Microsporidia,Nosema sp.,Bulgaria,pathogen,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
783,Ips acuminatus,1695,Microsporidia,Chytridiopsis sp.,Bulgaria,pathogen,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
814,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Bulgaria,,,morphological,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
817,Ips amitinus,1696,Microsporidia,Chytridiopsis sp.,Bulgaria,,,morphological,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
818,Orthotomicus longicollis,5940,Microsporidia,Chytridiopsis sp.,Bulgaria,,,morphological,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
855,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,,,,,,isolated from infected beetle,infection test,Tonka et al. 2007,2007,full text,"Tonka, T., Pultar, O., & Weiser, J. (2007). Survival of the spruce bark beetle, Ips typographus, infected with pathogens or parasites. IOBC WPRS BULLETIN, 30(1), 211-215."
858,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Czech Republic,,,,,isolated from beetle,,"Tonka et al., 2010",2010,full text,"Tonka, T., Weiser Jr, J., & Weiser, J. (2010). Budding: a new stage in the development of Chytridiopsis typographi (Zygomycetes: Microsporidia). Journal of invertebrate pathology, 104(1), 17-22."
867,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Germany,,,,,,,"Wegensteiner and Weiser, 1996a",1996,full text,"Wegensteiner R. & J. Weiser 1996a. Untersuchungen zum Auftreten von Pathogenen bei Ips typographus (Coleoptera, Scolytidae) aus einem Naturschutzgebiet im Schwarzwald (Baden-Württemberg). Anzeiger für Schädlingskunde, Pflanzenschutz, Umweltschutz 69, 162-67."
868,Ips typographus,1733,Microsporidia,Nosema typographi,Germany,,,,,,,"Wegensteiner and Weiser, 1996a",1996,full text,"Wegensteiner R. & J. Weiser 1996a. Untersuchungen zum Auftreten von Pathogenen bei Ips typographus (Coleoptera, Scolytidae) aus einem Naturschutzgebiet im Schwarzwald (Baden-Württemberg). Anzeiger für Schädlingskunde, Pflanzenschutz, Umweltschutz 69, 162-67."
872,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Czech Republic,,,,,,,"Wegensteiner and Weiser, 1996b",1996,full text,"Wegensteiner R. & J. Weiser 1996b. Occurrence of Chytridiopsis typographi (Microspora, Chytridiopsida) in Ips typographus L. (Coleoptera, Scolytidae) field populations and in a laboratory stock. Journal of Applied Entomology 120, 595-602."
874,Ips typographus,1733,Microsporidia,Unikaryon montanum,Austria,,,morphological,,evaluation of pathogen from beetles,,"Wegensteiner and Weiser, 2004",2004,full text,"Wegensteiner, R., Weiser, J., 2004. Annual variation of pathogen occurrence and pathogen prevalence in Ips typographus (Coleoptera, Scolytidae) from the BOKU University Forest Demonstration Centre. J. Pest Sci. 77, 221–228."
876,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Austria,,,morphological,,evaluation of pathogen from beetles,,"Wegensteiner and Weiser, 2004",2004,full text,"Wegensteiner, R., Weiser, J., 2004. Annual variation of pathogen occurrence and pathogen prevalence in Ips typographus (Coleoptera, Scolytidae) from the BOKU University Forest Demonstration Centre. J. Pest Sci. 77, 221–228."
879,Ips typographus,1733,Microsporidia,Nosema typographi,,,,,,evaluation of pathogen from beetles,,"Wegensteiner et al., 1996",1996,full text,"Wegensteiner R., J. Weiser & E. Führer 1996. Observations on the occurrence of pathogens in the bark beetle Ips typographus L. (Coleoptera, Scolytidae). Journal of Applied Entomology 120, 199-204."
881,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Austria,,,,,evaluation of pathogen from beetles,,"Wegensteiner et al., 1996",1996,full text,"Wegensteiner R., J. Weiser & E. Führer 1996. Observations on the occurrence of pathogens in the bark beetle Ips typographus L. (Coleoptera, Scolytidae). Journal of Applied Entomology 120, 199-204."
882,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Czech Republic,,,,,evaluation of pathogen from beetles,,"Wegensteiner et al., 1996",1996,full text,"Wegensteiner R., J. Weiser & E. Führer 1996. Observations on the occurrence of pathogens in the bark beetle Ips typographus L. (Coleoptera, Scolytidae). Journal of Applied Entomology 120, 199-204."
889,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Switzerland,,,,,,,"Wegensteiner et al., 2007b",2007,full text,"Wegensteiner, R., Epper, C., Wermelinger, B., 2007b. Untersuchungen über das Auftreten und die Dynamik von Pathogenen bei Ips typographus (Coleoptera, Scolytinae) in Befallsherden unter besonderer Berücksichtigung von Protozoen. Mitt. Schweiz. Entomol. Ges. 80, 79–90."
891,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Austria,pathogen; occurrence survey,,,,,,"Wegensteiner et al., 2010",2010,full text,"Wegensteiner, R., Dedryver, C.-A., Pierre, J.-S., 2010. The comparative prevalence and demographic impact of two pathogens in swarming Ips typographus adults: a quantitative analysis of long term trapping data. Agric. For. Entomol. 12, 49–57."
894,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Austria,pathogen; occurrence survey,,,,,,"Wegensteiner et al., 2014",2014,full text,"Wegensteiner, R., Stradner, A., & Händel, U. (2014). Occurrence of pathogens in Ips typographus (Coleoptera: Curculionidae) and in other spruce bark beetles from the wilderness reserve Dürrenstein (Lower Austria). Biologia, 69(1), 92-100."
896,Ips typographus,1733,Microsporidia,Nosema typographi,Austria,pathogen; occurrence survey,,,,,,"Wegensteiner et al., 2014",2014,full text,"Wegensteiner, R., Stradner, A., & Händel, U. (2014). Occurrence of pathogens in Ips typographus (Coleoptera: Curculionidae) and in other spruce bark beetles from the wilderness reserve Dürrenstein (Lower Austria). Biologia, 69(1), 92-100."
897,Ips typographus,1733,Microsporidia,Unikaryon montanum,Austria,pathogen; occurrence survey,,,,,,"Wegensteiner et al., 2014",2014,full text,"Wegensteiner, R., Stradner, A., & Händel, U. (2014). Occurrence of pathogens in Ips typographus (Coleoptera: Curculionidae) and in other spruce bark beetles from the wilderness reserve Dürrenstein (Lower Austria). Biologia, 69(1), 92-100."
901,Pityogenes chalcographus,1739,Microsporidia,Chytridiopsis typographi,Austria,pathogen; occurrence survey,,,,,,"Wegensteiner et al., 2014",2014,full text,"Wegensteiner, R., Stradner, A., & Händel, U. (2014). Occurrence of pathogens in Ips typographus (Coleoptera: Curculionidae) and in other spruce bark beetles from the wilderness reserve Dürrenstein (Lower Austria). Biologia, 69(1), 92-100."
903,Ips amitinus,1696,Microsporidia,Chytridiopsis typographi,Austria,pathogen; occurrence survey,,,,,,"Wegensteiner et al., 2014",2014,full text,"Wegensteiner, R., Stradner, A., & Händel, U. (2014). Occurrence of pathogens in Ips typographus (Coleoptera: Curculionidae) and in other spruce bark beetles from the wilderness reserve Dürrenstein (Lower Austria). Biologia, 69(1), 92-100."
915,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Austria,pathogen; occurrence survey,,morphological,,,,"Wegensteiner et al., 2015",2015,full text,"Wegensteiner, R., Tkaczuk, C., Bałazy, S., Griesser, S., Rouffaud, M. A., Stradner, A., ... & Papierok, B. (2015). Occurrence of pathogens in populations of Ips typographus, Ips sexdentatus (Coleoptera, Curculionidae, Scolytinae) and Hylobius spp.(Coleoptera, Curculionidae, Curculioninae) from Austria, Poland and France. Acta Protozoologica, 54(3)."
916,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Poland,pathogen; occurrence survey,,morphological,,,,"Wegensteiner et al., 2015",2015,full text,"Wegensteiner, R., Tkaczuk, C., Bałazy, S., Griesser, S., Rouffaud, M. A., Stradner, A., ... & Papierok, B. (2015). Occurrence of pathogens in populations of Ips typographus, Ips sexdentatus (Coleoptera, Curculionidae, Scolytinae) and Hylobius spp.(Coleoptera, Curculionidae, Curculioninae) from Austria, Poland and France. Acta Protozoologica, 54(3)."
917,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,France,pathogen; occurrence survey,,morphological,,,,"Wegensteiner et al., 2015",2015,full text,"Wegensteiner, R., Tkaczuk, C., Bałazy, S., Griesser, S., Rouffaud, M. A., Stradner, A., ... & Papierok, B. (2015). Occurrence of pathogens in populations of Ips typographus, Ips sexdentatus (Coleoptera, Curculionidae, Scolytinae) and Hylobius spp.(Coleoptera, Curculionidae, Curculioninae) from Austria, Poland and France. Acta Protozoologica, 54(3)."
918,Ips typographus,1733,Microsporidia,Unikaryon montanum,Austria,pathogen; occurrence survey,,morphological,,,,"Wegensteiner et al., 2015",2015,full text,"Wegensteiner, R., Tkaczuk, C., Bałazy, S., Griesser, S., Rouffaud, M. A., Stradner, A., ... & Papierok, B. (2015). Occurrence of pathogens in populations of Ips typographus, Ips sexdentatus (Coleoptera, Curculionidae, Scolytinae) and Hylobius spp.(Coleoptera, Curculionidae, Curculioninae) from Austria, Poland and France. Acta Protozoologica, 54(3)."
919,Ips typographus,1733,Microsporidia,Unikaryon montanum,Poland,pathogen; occurrence survey,,morphological,,,,"Wegensteiner et al., 2015",2015,full text,"Wegensteiner, R., Tkaczuk, C., Bałazy, S., Griesser, S., Rouffaud, M. A., Stradner, A., ... & Papierok, B. (2015). Occurrence of pathogens in populations of Ips typographus, Ips sexdentatus (Coleoptera, Curculionidae, Scolytinae) and Hylobius spp.(Coleoptera, Curculionidae, Curculioninae) from Austria, Poland and France. Acta Protozoologica, 54(3)."
920,Ips typographus,1733,Microsporidia,Unikaryon montanum,France,pathogen; occurrence survey,,morphological,,,,"Wegensteiner et al., 2015",2015,full text,"Wegensteiner, R., Tkaczuk, C., Bałazy, S., Griesser, S., Rouffaud, M. A., Stradner, A., ... & Papierok, B. (2015). Occurrence of pathogens in populations of Ips typographus, Ips sexdentatus (Coleoptera, Curculionidae, Scolytinae) and Hylobius spp.(Coleoptera, Curculionidae, Curculioninae) from Austria, Poland and France. Acta Protozoologica, 54(3)."
930,Trypodendron lineatum,1874,Microsporidia,Chytridiopsis sp.,Austria,parasite; association report,,,,,,"Wegensteiner et al., 2016",2016,full text,"Wegensteiner, R., Lukášová, K., Vanická, H., Zimová, S., Kacprzyk, M., & Holuša, J. (2016). Extremely low infection levels of pathogens and nematodes in Trypodendron spp.(Coleoptera: Curculionidae). Central European Forestry Journal, 62(4), 202-206."
933,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Austria,,,,,,,"Wegensteiner, 1994",1994,only English abstract,"Wegensteiner R. 1994. Chytridiopsis typographi (Protozoa, Microsporidia) and other pathogens in Ips typographus (Coleoptera, Scolytidae). IOBC/wprs Bulletin Vol. 17 (3), 39-42."
939,Pityokteines spinidens,1754,Microsporidia,Canningia spinidentis,Austria,,,,,evaluation of pathogen from beetles,,"Weiser et al., 1995",1995,full text,"Weiser, J., Wegensteiner, R.,Zizka, Z., 1995. Canningia spinidentis gen. et sp.n. (Protista: Microspora), a new pathogen of the fir bark beetle Pityokteines spinidens. Folia Parasit 42, 1–10."
940,Ips typographus,1733,Microsporidia,Nosema typographi,,,,,,,,"Weiser et al., 1997",1997,full text,"Weiser, J., Wegensteiner, R., & Žižka, Z. (1997). Ultrastructures of Nosema typographi Weiser 1955 (Microspora: Nosematidae) of the Bark Beetle Ips typographusL.(Coleoptera; Scolytidae). Journal of invertebrate pathology, 70(2), 156-160."
941,Ips typographus,1733,Microsporidia,Unikaryon montanum,,,,,,,,"Weiser et al., 1998",1998,full text,"Weiser, J., Wegensteiner, R., & Žižka, Z. (1998). Unikaryon montanum sp. n.(Protista: Microspora), a new pathogen of the spruce bark beetle, Ips typographus (Coleoptera: Scolytidae). Folia Parasitologica, 45(3), 191-195."
942,Polygraphus poligraphus,3365,Microsporidia,Unikaryon polygraphi,Austria,,,,,,pathogenicity test,"Weiser et al., 2002",2002,full text,"Weiser, J., Händel, U., Wegensteiner, R., & Zizka, Z. (2002). Unikaryon polygraphi sp. n.(Protista, Microspora): a new pathogen of the four‐eyed spruce bark beetle Polygraphus poligraphus (Col., Scolytidae). Journal of Applied Entomology, 126(2‐3), 148-154."
951,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Czech Republic,occurrence survey,,,,evaluation of pathogen from beetles,,"Weiser et al., 2006",2006,full text,"Weiser, J., Holuša, J., & Žižka, Z. (2006). Larssoniella duplicati n. sp.(Microsporidia, Unikaryonidae), a newly described pathogen infecting the double-spined spruce bark beetle, Ips duplicatus (Coleoptera, Scolytidae) in the Czech Republic. Journal of Pest Science, 79(3), 127-135."
952,Ips typographus,1733,Microsporidia,Nosema typographi,Czech Republic,occurrence survey,,,,evaluation of pathogen from beetles,,"Weiser et al., 2006",2006,full text,"Weiser, J., Holuša, J., & Žižka, Z. (2006). Larssoniella duplicati n. sp.(Microsporidia, Unikaryonidae), a newly described pathogen infecting the double-spined spruce bark beetle, Ips duplicatus (Coleoptera, Scolytidae) in the Czech Republic. Journal of Pest Science, 79(3), 127-135."
954,Ips duplicatus,5921,Microsporidia,Larssoniella duplicati,Czech Republic,occurrence survey,,,,evaluation of pathogen from beetles,,"Weiser et al., 2006",2006,full text,"Weiser, J., Holuša, J., & Žižka, Z. (2006). Larssoniella duplicati n. sp.(Microsporidia, Unikaryonidae), a newly described pathogen infecting the double-spined spruce bark beetle, Ips duplicatus (Coleoptera, Scolytidae) in the Czech Republic. Journal of Pest Science, 79(3), 127-135."
955,Ips duplicatus,5921,Microsporidia,Chytridiopsis typographi,Czech Republic,occurrence survey,,,,evaluation of pathogen from beetles,,"Weiser et al., 2006",2006,full text,"Weiser, J., Holuša, J., & Žižka, Z. (2006). Larssoniella duplicati n. sp.(Microsporidia, Unikaryonidae), a newly described pathogen infecting the double-spined spruce bark beetle, Ips duplicatus (Coleoptera, Scolytidae) in the Czech Republic. Journal of Pest Science, 79(3), 127-135."
958,Ips typographus,1733,Microsporidia,Chytridiopsis typographi,Czech Republic; Slovakia,,,,,,,"Weiser, 1954",1954,non full text,"Weiser, J. (1954). Beitrag zur Kenntnis der Parasiten des Borkenkäfers Ips typographus I. Věstník Československé Společnosti Zoologické, 18, 179-212."
959,Ips typographus,1733,Microsporidia,Nosema typographi,,,,,fat body,,,"Weiser, 1955",1955,non full text,"Weiser, J. (1955). Beitrag zur Kenntnis der Parasiten des Borkenkäfers Ips typographus II. Věstník Československé Společnosti Zoologické, 19, 374-380."
960,Pityokteines curvidens,1747,Microsporidia,Nosema curvidentis,Slovakia,,,,fat body,,,"Weiser, 1961",1961,only English abstract,"Weiser, J. (1961). A new microsporidian from the bark beetle Pityokteines curvidens Germar (Coleoptera, Scolytidae) in Czechoslovakia."
961,Scolytus scolytus,1172,Microsporidia,Pleistophora scolyti,Slovakia,,,,,evaluation of pathogen from beetles,,"Weiser, 1968",1968,full text,"Weiser, J., 1968. Plistophora scolyti sp.n. (Protozoa, Microsporidia) a new parasite of Scolytus scolytus F. (Col., Scolytidae). Folia Parasitol. 15, 11–14."
962,Dendroctonus pseudotsugae,485,Microsporidia,Nosema dendroctoni,Canada,,,,malpighian tubules; fat body,evaluation of pathogen from beetles,,"Weiser, 1970",1970,full text,"Weiser, J. (1970). Three new pathogens of the Douglas fir beetle, Dendroctonus pseudotsugae: Nosema dendroctoni n. sp., Ophryocystic dendroctoni n. sp., and Chytridiopsis typographi n. comb. Journal of Invertebrate Pathology, 16(3), 436-441."
964,Dendroctonus pseudotsugae,485,Microsporidia,Chytridiopsis typographi,Canada,,,,gut wall,evaluation of pathogen from beetles,,"Weiser, 1970",1970,full text,"Weiser, J. (1970). Three new pathogens of the Douglas fir beetle, Dendroctonus pseudotsugae: Nosema dendroctoni n. sp., Ophryocystic dendroctoni n. sp., and Chytridiopsis typographi n. comb. Journal of Invertebrate Pathology, 16(3), 436-441."
991,Ips acuminatus,1695,Microsporidia,Chytridiopsis cf. typographi,Turkey,,,morphological,,evaluation of pathogen from beetles,,"Yaman et al., 2016",2016,full text,"Yaman, M., Algi, G., Unal, S., & Guner, B. G. (2016). Survey of pathogens and parasites of the engraver beetle Ips acuminatus (Gyllenhal, 1827)(Coleoptera: Curculionidae: Scolytinae) in Turkey. Acta zoologica bulgarica, 68(1), 127-130."
1000,Ips duplicatus,5921,Microsporidia,Larssoniella duplicati,Sweden,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1001,Ips duplicatus,5921,Microsporidia,Larssoniella duplicati,Poland,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1002,Ips duplicatus,5921,Microsporidia,Larssoniella duplicati,Czech Republic,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1003,Ips duplicatus,5921,Microsporidia,Larssoniella duplicati,Romania,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1004,Ips duplicatus,5921,Microsporidia,Chytridiopsis typographi,Sweden,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
