Records ID,Beetle Host,Beetle Host IDs,categories,pathogens,country or region,ecological relationship,experimental conditions,identification method,infection site,organism source,validation type,source,year,full text,title
395,Dryocoetes autographus,1837,Fungi,Beauveria bassiana,Europe,pathogen,,,,detected from beetle,,"Kirschner, 2001",2001,,"Kirschner R. 2001. Diversity of Filamentous Fungi in Bark Beetle Galleries in Central Europe. In: Trichomycetes and Other Fungal Groups: Professor Robert W. Lichtwardt Commemoration Volume, Editors-J. K. Misra and Bruce W. Horn, Science Publishers, Inc., Enfield (NH), USA, 175-96."
396,Hylurgops palliatus,409,Fungi,Beauveria bassiana,Europe,pathogen,,,,detected from beetle,,"Kirschner, 2001",2001,,"Kirschner R. 2001. Diversity of Filamentous Fungi in Bark Beetle Galleries in Central Europe. In: Trichomycetes and Other Fungal Groups: Professor Robert W. Lichtwardt Commemoration Volume, Editors-J. K. Misra and Bruce W. Horn, Science Publishers, Inc., Enfield (NH), USA, 175-96."
397,Ips sexdentatus,1728,Fungi,Beauveria bassiana,Europe,pathogen,,,,detected from beetle,,"Kirschner, 2001",2001,,"Kirschner R. 2001. Diversity of Filamentous Fungi in Bark Beetle Galleries in Central Europe. In: Trichomycetes and Other Fungal Groups: Professor Robert W. Lichtwardt Commemoration Volume, Editors-J. K. Misra and Bruce W. Horn, Science Publishers, Inc., Enfield (NH), USA, 175-96."
398,Ips typographus,1733,Fungi,Beauveria bassiana,Europe,pathogen,,,,detected from beetle,,"Kirschner, 2001",2001,,"Kirschner R. 2001. Diversity of Filamentous Fungi in Bark Beetle Galleries in Central Europe. In: Trichomycetes and Other Fungal Groups: Professor Robert W. Lichtwardt Commemoration Volume, Editors-J. K. Misra and Bruce W. Horn, Science Publishers, Inc., Enfield (NH), USA, 175-96."
399,Hylesinus varius,445,Fungi,Beauveria bassiana,Europe,pathogen,,,,detected from beetle,,"Kirschner, 2001",2001,,"Kirschner R. 2001. Diversity of Filamentous Fungi in Bark Beetle Galleries in Central Europe. In: Trichomycetes and Other Fungal Groups: Professor Robert W. Lichtwardt Commemoration Volume, Editors-J. K. Misra and Bruce W. Horn, Science Publishers, Inc., Enfield (NH), USA, 175-96."
400,Orthotomicus laricis,1736,Fungi,Beauveria bassiana,Europe,pathogen,,,,detected from beetle,,"Kirschner, 2001",2001,,"Kirschner R. 2001. Diversity of Filamentous Fungi in Bark Beetle Galleries in Central Europe. In: Trichomycetes and Other Fungal Groups: Professor Robert W. Lichtwardt Commemoration Volume, Editors-J. K. Misra and Bruce W. Horn, Science Publishers, Inc., Enfield (NH), USA, 175-96."
401,Pityogenes chalcographus,1739,Fungi,Beauveria bassiana,Europe,pathogen,,,,detected from beetle,,"Kirschner, 2001",2001,,"Kirschner R. 2001. Diversity of Filamentous Fungi in Bark Beetle Galleries in Central Europe. In: Trichomycetes and Other Fungal Groups: Professor Robert W. Lichtwardt Commemoration Volume, Editors-J. K. Misra and Bruce W. Horn, Science Publishers, Inc., Enfield (NH), USA, 175-96."
402,Polygraphus poligraphus,3365,Fungi,Beauveria bassiana,Europe,pathogen,,,,detected from beetle,,"Kirschner, 2001",2001,,"Kirschner R. 2001. Diversity of Filamentous Fungi in Bark Beetle Galleries in Central Europe. In: Trichomycetes and Other Fungal Groups: Professor Robert W. Lichtwardt Commemoration Volume, Editors-J. K. Misra and Bruce W. Horn, Science Publishers, Inc., Enfield (NH), USA, 175-96."
403,Trypodendron lineatum,1874,Fungi,Beauveria bassiana,Europe,pathogen,,,,detected from beetle,,"Kirschner, 2001",2001,,"Kirschner R. 2001. Diversity of Filamentous Fungi in Bark Beetle Galleries in Central Europe. In: Trichomycetes and Other Fungal Groups: Professor Robert W. Lichtwardt Commemoration Volume, Editors-J. K. Misra and Bruce W. Horn, Science Publishers, Inc., Enfield (NH), USA, 175-96."
404,Ips sexdentatus,1728,Fungi,Metschnikowia cf. typographi,Austria,,,morphological and molecular,,detected from beetle,,"Kleespies et al., 2017",2017,full text,"Kleespies, R. G., Lim, Y. W., Tkaczuk, C., Wrzosek, M., Steinwender, B. M., & Wegensteiner, R. (2017). Metschnikowia cf. typographi and other pathogens from the bark beetle Ips sexdentatus–Prevalence, histological and ultrastructural evidence, and molecular characterization. Journal of invertebrate pathology, 143, 69-78."
406,Ips sexdentatus,1728,Fungi,Beauveria bassiana,Austria,,,morphological,,detected from beetle,,"Kleespies et al., 2017",2017,full text,"Kleespies, R. G., Lim, Y. W., Tkaczuk, C., Wrzosek, M., Steinwender, B. M., & Wegensteiner, R. (2017). Metschnikowia cf. typographi and other pathogens from the bark beetle Ips sexdentatus–Prevalence, histological and ultrastructural evidence, and molecular characterization. Journal of invertebrate pathology, 143, 69-78."
415,Dendroctonus micans,3927,Fungi,Beauveria pseudobassiana,Turkey,pathogen,laboratory,morphological and molecular,cuticular contact,culture collection,virulence test,"Kocacevik et al., 2015",2015,full text,"Kocacevik, S., Sevim, A., Eroglu, M., Demirbag, Z. İ. H. N. İ., & Demir, I. (2015). Molecular characterization, virulence and horizontal transmission of B eauveria pseudobassiana from D endroctonus micans (K ug.)(C oleoptera: C urculionidae). Journal of Applied Entomology, 139(5), 381-389."
416,Ips sexdentatus,1728,Fungi,Beauveria pseudobassiana,Turkey,pathogen,laboratory,morphological and molecular,cuticular contact,culture collection,virulence test,"Kocacevik et al., 2016",2016,full text,"Kocacevik, S., Sevim, A., Eroğlu, M., Demirbağ, Z., & Demir, I. (2016). Virulence and horizontal transmission of Beauveria pseudobassiana SA Rehner & Humber in Ips sexdentatus and Ips typographus (Coleoptera: Curculionidae). Turkish Journal of Agriculture and Forestry, 40(2), 241-248."
418,Tomicus piniperda,521,Fungi,Beauveria bassiana,Latvia,pathogen,laboratory,,cuticular contact,,pathogenicity test; resistance test,"Krams et al., 2012",2012,full text,"Krams, I., Daukšte, J., Kivleniece, I., Brūmelis, G., Cibuļskis, R., Āboliņš-Ābols, M., ... & Krama, T. (2012). Drought-induced positive feedback in xylophagous insects: Easier invasion of Scots pine leading to greater investment in immunity of emerging individuals. Forest Ecology and Management, 270, 147-152."
