Records ID,Beetle Host,Beetle Host IDs,categories,pathogens,country or region,ecological relationship,experimental conditions,identification method,infection site,organism source,validation type,source,year,full text,title
831,Dendroctonus pseudotsugae,485,Nematode,Cryptaphelenchus latus,British Columbia,parasite,,,,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
832,Dendroctonus pseudotsugae,485,Nematode,Parasitorhabditis obtusa,British Columbia,,,,gut,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
833,Dendroctonus pseudotsugae,485,Nematode,Contortylenchus reversus,British Columbia,,,,hemocoel,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
834,Dendroctonus rufipennis,488,Nematode,Parasitorhabditis obtusa,British Columbia,,,,gut,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
835,Dendroctonus rufipennis,488,Nematode,Contortylenchus reversus,British Columbia,,,,hemocoel,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
836,Dendroctonus rufipennis,488,Nematode,Sphaerulariopsis dendroetoni,British Columbia,,,,hemocoel,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
837,Dendroctonus brevicomis,478,Nematode,Contortylenchus brevicomi,British Columbia,,,,hemocoel,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
838,Trypodendron lineatum,1874,Nematode,tylenchid larva parasitizing,British Columbia,,,,hemocoel,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
839,Dendroctonus ponderosae,484,Nematode,Aphelenchulus reversus,United States,parasite,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
840,Dendroctonus ponderosae,484,Nematode,Anguillulina pinophila,United States,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
841,Dendroctonus ponderosae,484,Nematode,Anguillulina magnicauda,United States,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
842,Dendroctonus ponderosae,484,Nematode,Aphelenchoides brachycephalus,United States,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
843,Dendroctonus ponderosae,484,Nematode,Aphelenchoides talonus,United States,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
844,Dendroctonus ponderosae,484,Nematode,Aphelenchoides tenuidens,United States,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
845,Dendroctonus ponderosae,484,Nematode,Aphelenchoides latus,United States,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
846,Dendroctonus ponderosae,484,Nematode,Panagrodontus dentatus,United States,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
847,Dendroctonus ponderosae,484,Nematode,Diplogaster pinicola,United States,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
848,Dendroctonus ponderosae,484,Nematode,Rhabditis obtusa,United States,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
851,Hylurgopinus rufipes,501,Nematode,Parasitaphelenchus oldhami,Canada,parasite,,,,,,Tomalak et al. 1988,1988,full text,"Tomalak M., H.E. Welch & T.D. Galloway 1988. Interaction of Parasitic Nematode Parasitaphelenchus oldhami (Nematoda: Aphelenchoididae) and a Bacterium in Dutch Elm Disease Vector, Hylurgopinus rufipes (Coleoptera: Scolytidae). Journal of Invertebrate Pathology 52, 301-08."
857,Ips typographus,1733,Nematode,Polymorphotylenchus typographi,,,,,,isolated from infected beetle,infection test,Tonka et al. 2007,2007,full text,"Tonka, T., Pultar, O., & Weiser, J. (2007). Survival of the spruce bark beetle, Ips typographus, infected with pathogens or parasites. IOBC WPRS BULLETIN, 30(1), 211-215."
870,Ips typographus,1733,Nematode,Contortylenchus diplogaster,Germany,parasite,,,,,,"Wegensteiner and Weiser, 1996a",1996,full text,"Wegensteiner R. & J. Weiser 1996a. Untersuchungen zum Auftreten von Pathogenen bei Ips typographus (Coleoptera, Scolytidae) aus einem Naturschutzgebiet im Schwarzwald (Baden-Württemberg). Anzeiger für Schädlingskunde, Pflanzenschutz, Umweltschutz 69, 162-67."
871,Ips typographus,1733,Nematode,Cryptaphelenchus macrogaster macrogaster,Germany,parasite,,,,,,"Wegensteiner and Weiser, 1996a",1996,full text,"Wegensteiner R. & J. Weiser 1996a. Untersuchungen zum Auftreten von Pathogenen bei Ips typographus (Coleoptera, Scolytidae) aus einem Naturschutzgebiet im Schwarzwald (Baden-Württemberg). Anzeiger für Schädlingskunde, Pflanzenschutz, Umweltschutz 69, 162-67."
926,Trypodendron laeve,6405,Nematode,Nematodes,Czech Republic,parasite; association report,,,,,,"Wegensteiner et al., 2016",2016,full text,"Wegensteiner, R., Lukášová, K., Vanická, H., Zimová, S., Kacprzyk, M., & Holuša, J. (2016). Extremely low infection levels of pathogens and nematodes in Trypodendron spp.(Coleoptera: Curculionidae). Central European Forestry Journal, 62(4), 202-206."
927,Trypodendron domesticum,1873,Nematode,Nematodes,Poland,parasite; association report,,,,,,"Wegensteiner et al., 2016",2016,full text,"Wegensteiner, R., Lukášová, K., Vanická, H., Zimová, S., Kacprzyk, M., & Holuša, J. (2016). Extremely low infection levels of pathogens and nematodes in Trypodendron spp.(Coleoptera: Curculionidae). Central European Forestry Journal, 62(4), 202-206."
928,Trypodendron lineatum,1874,Nematode,Nematodes,Czech Republic,parasite; association report,,,,,,"Wegensteiner et al., 2016",2016,full text,"Wegensteiner, R., Lukášová, K., Vanická, H., Zimová, S., Kacprzyk, M., & Holuša, J. (2016). Extremely low infection levels of pathogens and nematodes in Trypodendron spp.(Coleoptera: Curculionidae). Central European Forestry Journal, 62(4), 202-206."
929,Trypodendron lineatum,1874,Nematode,Nematodes,Poland,parasite; association report,,,,,,"Wegensteiner et al., 2016",2016,full text,"Wegensteiner, R., Lukášová, K., Vanická, H., Zimová, S., Kacprzyk, M., & Holuša, J. (2016). Extremely low infection levels of pathogens and nematodes in Trypodendron spp.(Coleoptera: Curculionidae). Central European Forestry Journal, 62(4), 202-206."
949,Ips typographus,1733,Nematode,Contortylenchus dispar,Czech Republic,occurrence survey,,,,evaluation of pathogen from beetles,,"Weiser et al., 2006",2006,full text,"Weiser, J., Holuša, J., & Žižka, Z. (2006). Larssoniella duplicati n. sp.(Microsporidia, Unikaryonidae), a newly described pathogen infecting the double-spined spruce bark beetle, Ips duplicatus (Coleoptera, Scolytidae) in the Czech Republic. Journal of Pest Science, 79(3), 127-135."
950,Ips typographus,1733,Nematode,Polymorphotylenchus typographi,Czech Republic,occurrence survey,,,,evaluation of pathogen from beetles,,"Weiser et al., 2006",2006,full text,"Weiser, J., Holuša, J., & Žižka, Z. (2006). Larssoniella duplicati n. sp.(Microsporidia, Unikaryonidae), a newly described pathogen infecting the double-spined spruce bark beetle, Ips duplicatus (Coleoptera, Scolytidae) in the Czech Republic. Journal of Pest Science, 79(3), 127-135."
957,Ips duplicatus,5921,Nematode,Contortylenchus amitini,Czech Republic,occurrence survey,,,,evaluation of pathogen from beetles,,"Weiser et al., 2006",2006,full text,"Weiser, J., Holuša, J., & Žižka, Z. (2006). Larssoniella duplicati n. sp.(Microsporidia, Unikaryonidae), a newly described pathogen infecting the double-spined spruce bark beetle, Ips duplicatus (Coleoptera, Scolytidae) in the Czech Republic. Journal of Pest Science, 79(3), 127-135."
967,Pityophthorus juglandis,2686,Nematode,Bursaphlenhus juglandis,Russia,association report,,,,,,"Williams and Ginzel, 2023",2023,full text,"Williams, G. M., & Ginzel, M. D. (2023). Functional roles of nematodes associated with the walnut twig beetle and eastern black walnut in the inland northwest. Forest Pathology, 53(1), e12791."
968,Pityophthorus juglandis,2686,Nematode,Panagrolaimus sp.,Russia,association report,,,,,,"Williams and Ginzel, 2023",2023,full text,"Williams, G. M., & Ginzel, M. D. (2023). Functional roles of nematodes associated with the walnut twig beetle and eastern black walnut in the inland northwest. Forest Pathology, 53(1), e12791."
969,Pityophthorus juglandis,2686,Nematode,Panagrolaimus multidentatus,Russia,association report,,,,,,"Williams and Ginzel, 2023",2023,full text,"Williams, G. M., & Ginzel, M. D. (2023). Functional roles of nematodes associated with the walnut twig beetle and eastern black walnut in the inland northwest. Forest Pathology, 53(1), e12791."
981,Dendroctonus micans,3927,Nematode,Nematode,Turkey,occurrence survey,,,,,,"Yaman and Radek, 2008a",2008,full text,"Yaman, M., & Radek, R. (2008). Pathogens and parasites of adults of the great spruce bark beetle, Dendroctonus micans (Kugelann)(Coleoptera: Curculionidae, Scolytinae) from Turkey. Journal of Pest Science, 81(2), 91-97."
1006,Ips duplicatus,5921,Nematode,intestinal nematodes,Sweden,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1007,Ips duplicatus,5921,Nematode,intestinal nematodes,Poland,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1008,Ips duplicatus,5921,Nematode,intestinal nematodes,Czech Republic,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1009,Ips duplicatus,5921,Nematode,intestinal nematodes,Romania,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1010,Ips duplicatus,5921,Nematode,hemolymph nematodes,Sweden,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1011,Ips duplicatus,5921,Nematode,hemolymph nematodes,Poland,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1012,Ips duplicatus,5921,Nematode,hemolymph nematodes,Czech Republic,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
1013,Ips duplicatus,5921,Nematode,hemolymph nematodes,Romania,occurrence survey,,,,,,"Zimová et al., 2019",2019,full text,"Zimová, S., Resnerová, K., Vanická, H., Horák, J., Trombik, J., Kacprzyk, M., ... & Holuša, J. (2019). Infection Levels of the Microsporidium Larssoniella duplicati in populations of the invasive bark beetle Ips Duplicatus: from native to new outbreak areas. Forests, 10(2), 131."
