Records ID,Beetle Host,Beetle Host IDs,categories,pathogens,country or region,ecological relationship,experimental conditions,identification method,infection site,organism source,validation type,source,year,full text,title
519,Ips pini,1725,Nematode,Alphelenchulus spirus,United States,parasite,,,,,,"Massey, 1957",1957,only English abstract,"Massey, C. L. (1957). Four new species of Alphelenchulus (Nematoda) parasitic in bark beetles in the United States."
520,Ips grandicollis,1709,Nematode,Alphelenchulus grandicolli,United States,parasite,,,,,,"Massey, 1957",1957,only English abstract,"Massey, C. L. (1957). Four new species of Alphelenchulus (Nematoda) parasitic in bark beetles in the United States."
521,Ips confusus,1706,Nematode,Aphelenchulus elongatus,United States,parasite,,,,,,"Massey, 1960",1960,only English abstract,"Massey, C. L. (1960). Nematode parasites and associates of the California five-spined engraver, Ips confusus (Lec.)."
522,Ips confusus,1706,Nematode,Parasitaphelenchus sp.,United States,parasite; no harm to the host,,,,,,"Massey, 1960",1960,only English abstract,"Massey, C. L. (1960). Nematode parasites and associates of the California five-spined engraver, Ips confusus (Lec.)."
523,Ips confusus,1706,Nematode,Parasitorhabditis obtusa,United States,parasite,,,,,,"Massey, 1960",1960,only English abstract,"Massey, C. L. (1960). Nematode parasites and associates of the California five-spined engraver, Ips confusus (Lec.)."
524,Ips confusus,1706,Nematode,Diplogaster bandelieri,United States,,,,,,,"Massey, 1960",1960,only English abstract,"Massey, C. L. (1960). Nematode parasites and associates of the California five-spined engraver, Ips confusus (Lec.)."
525,Scolytus ventralis,1186,Nematode,Parasitylenchus elongatus,United States,parasite,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
526,Scolytus ventralis,1186,Nematode,Parasitylenchus scrutillus,United States,parasite,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
527,Scolytus ventralis,1186,Nematode,Panagrolaimus judithae,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
528,Scolytus ventralis,1186,Nematode,Panagrolaimus concolor,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
529,Scolytus ventralis,1186,Nematode,Plectonchus wyganti,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
530,Scolytus ventralis,1186,Nematode,Panagrobelus scolyti,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
531,Scolytus ventralis,1186,Nematode,Bunonema newmexicana,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
532,Scolytus ventralis,1186,Nematode,Ektaphelenchus sandiaensis,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
533,Scolytus ventralis,1186,Nematode,Bursaphelenchus wilfordi,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
534,Scolytus ventralis,1186,Nematode,Plectus eurycerus,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
535,Scolytus ventralis,1186,Nematode,Plectus makrodemas,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
536,Scolytus ventralis,1186,Nematode,Panagromacra margaretae,United States,associate?,,,,,,"Massey, 1964a",1964,only English abstract,"Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155."
537,Dendroctonus rufipennis,488,Nematode,Ektaphelenchus riograndensis,United States,parasite,,,,,,"Massey, 1964b",1964,only English abstract,"Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40."
538,Dendroctonus barberi,9676,Nematode,Ektaphelenchus riograndensis,United States,parasite,,,,,,"Massey, 1964b",1964,only English abstract,"Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40."
539,Ips integer,1712,Nematode,Ektaphelenchus riograndensis,United States,parasite,,,,,,"Massey, 1964b",1964,only English abstract,"Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40."
540,Ips calligraphus,1704,Nematode,Ektaphelenchus riograndensis,United States,parasite,,,,,,"Massey, 1964b",1964,only English abstract,"Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40."
541,Ips lecontei,1715,Nematode,Ektaphelenchus riograndensis,United States,parasite,,,,,,"Massey, 1964b",1964,only English abstract,"Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40."
542,Ips pini,1725,Nematode,Ektaphelenchus riograndensis,United States,parasite,,,,,,"Massey, 1964b",1964,only English abstract,"Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40."
543,Dryocoetes confusus,1840,Nematode,Ektaphelenchus prolobos,United States,parasite,,,,,,"Massey, 1964b",1964,only English abstract,"Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40."
544,Dendroctonus adjunctus,476,Nematode,Parasitylenchus stipatus,United States,internal parasite,,,,,,"Massey, 1966a",1966,,"Massey, C. L. (1966). The nematode parasites and associates of Dendroctonus adjunctus (Coleoptera: Scolytidae) in New Mexico. Annals of the Entomological Society of America, 59(3), 424-440."
545,Dendroctonus adjunctus,476,Nematode,Parasitaphelenchus dendroctoni,United States,internal parasite,,,,,,"Massey, 1966a",1966,,"Massey, C. L. (1966). The nematode parasites and associates of Dendroctonus adjunctus (Coleoptera: Scolytidae) in New Mexico. Annals of the Entomological Society of America, 59(3), 424-440."
546,Dendroctonus pseudotsugae,485,Nematode,Neoditylenchus puniwopus,United States,associate,,,,,,"Massey, 1969",1969,,"Massey, C.L., 1969. New species of tylenchs associated with bark beetles in New Mexico and Colorado. Proc. Helminthol. Soc. Wash. 64, 43–52."
547,Dendroctonus rufipennis,488,Nematode,Neoditylenchus yasinskii,United States,associate,,,,,,"Massey, 1969",1969,,"Massey, C.L., 1969. New species of tylenchs associated with bark beetles in New Mexico and Colorado. Proc. Helminthol. Soc. Wash. 64, 43–52."
548,Scolytus multistriatus,1147,Nematode,Sychnotylenchus scolyti,United States,associate,,,,,,"Massey, 1969",1969,,"Massey, C.L., 1969. New species of tylenchs associated with bark beetles in New Mexico and Colorado. Proc. Helminthol. Soc. Wash. 64, 43–52."
549,Phloeosinus sp. undetermined,3341,Nematode,Sychnotylenchus phloeosini,United States,associate,,,,,,"Massey, 1969",1969,,"Massey, C.L., 1969. New species of tylenchs associated with bark beetles in New Mexico and Colorado. Proc. Helminthol. Soc. Wash. 64, 43–52."
550,Dendroctonus rufipennis,488,Nematode,Aglenchus exignus,United States,associate,,,,,,"Massey, 1969",1969,,"Massey, C.L., 1969. New species of tylenchs associated with bark beetles in New Mexico and Colorado. Proc. Helminthol. Soc. Wash. 64, 43–52."
551,Dendroctonus rufipennis,488,Nematode,Neotylenchus nitidus,United States,associate,,,,,,"Massey, 1969",1969,,"Massey, C.L., 1969. New species of tylenchs associated with bark beetles in New Mexico and Colorado. Proc. Helminthol. Soc. Wash. 64, 43–52."
552,Dendroctonus adjunctus,476,Nematode,Parasitylenchus stipatus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
553,Dendroctonus adjunctus,476,Nematode,Parasitaphelenchus dendroctoni,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
554,Dendroctonus brevicomis,478,Nematode,Contortylenchus brevicomi,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
555,Dendroctonus frontalis,479,Nematode,Contortylenchus brevicomi,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
556,Dendroctonus ponderosae,484,Nematode,Contortylenchus reversus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
557,Dendroctonus pseudotsugae,485,Nematode,Contortylenchus reversus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
558,Dendroctonus pseudotsugae,485,Nematode,Parasitylenchus beccus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
559,Dendroctonus rufipennis,488,Nematode,Sphaerularia dendroctoni,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
560,Dendroctonus rufipennis,488,Nematode,Contortylenchus reversus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
561,Dendroctonus terebrans,490,Nematode,Contortylenchus terebranus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
562,Dendroctonus valens,491,Nematode,Contortylenchus sp.,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
563,Ips avulsus,1698,Nematode,Parasitylenchus avulsi,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
564,Ips calligraphus,1704,Nematode,Contortylenchus grandicolli,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
565,Ips confusus,1706,Nematode,Contortylenchus elongatus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
566,Ips cribricollis,3730,Nematode,Contortylenchus cribicolli,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
567,Ips grandicollis,1709,Nematode,Contortylenchus grandicolli,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
568,Ips pilifrons,1721,Nematode,Contortylenchus spirus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
569,Ips pini,1725,Nematode,Parasitylenchus ipinius,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
570,Ips pini,1725,Nematode,Parasitylenchus ovarius,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
571,Ips pini,1725,Nematode,Contortylenchus spirus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
572,Hylurgops pinifex,413,Nematode,Parasitylenchus coronatus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
573,Hylurgops pinifex,413,Nematode,Contortylenchus sp.,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
574,Hylesinus aculeatus,432,Nematode,Parasitylenchus lepersini,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
575,Orthotomicus caelatus,1735,Nematode,Parasitylenchus oriundus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
576,Pityophthorus sp. undetermined,2799,Nematode,Contortylenchus pityophthori,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
577,Pityophthorus sp. undetermined,2799,Nematode,Parasitaphelenchus sp.,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
578,Pityophthorus sp. undetermined,2799,Nematode,Parasitylenchus sp.,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
579,Polygraphus hoppingi,1035,Nematode,Parasitylenchus parasitus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
580,Scolytus multistriatus,1147,Nematode,Parasitaphelenchus sp.,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
581,Scolytus ventralis,1186,Nematode,Parasitylenchus elongatus,United States,parasite,,,,,,"Massey, 1974",1974,full text,"Massey, C. L. (1974). Biology and taxonomy of nematode parasites and associates of bark beetles in the United States (No. 446). Forest Service, US Department of Agriculture."
586,Ips typographus,1733,Nematode,Neoparasitylenchus sp.,Slovakia,pathogen,,,,evaluation of pathogen from beetles,,"Michalková et al., 2012",2012,full text,"Michalková, V., Krascsenitsová, E., & Kozánek, M. (2012). On the pathogens of the spruce bark beetle Ips typographus (Coleoptera: Scolytinae) in the Western Carpathians. Biologia, 67(1), 217-221."
587,Ips typographus,1733,Nematode,unidentified nematode species,Slovakia,pathogen,,,,evaluation of pathogen from beetles,,"Michalková et al., 2012",2012,full text,"Michalková, V., Krascsenitsová, E., & Kozánek, M. (2012). On the pathogens of the spruce bark beetle Ips typographus (Coleoptera: Scolytinae) in the Western Carpathians. Biologia, 67(1), 217-221."
637,Ips confusus,1706,Nematode,Contortylenchus elongatus,,parasite,,,,,,"Nickle, 1963",1963,only English abstract,"Nickle, W. R. (1963). Observations on the effect of nematodes on Ips confusus (LeConte) and other bark beetles."
638,Dendroctonus brevicomis,478,Nematode,Contortylenchus brevicomi,,parasite,,,,,,"Nickle, 1963",1963,only English abstract,"Nickle, W. R. (1963). Observations on the effect of nematodes on Ips confusus (LeConte) and other bark beetles."
639,Ips confusus,1706,Nematode,Sulphurtylenchus sp.,,pathogen,,,,,,"Nickle, 1963",1963,only English abstract,"Nickle, W. R. (1963). Observations on the effect of nematodes on Ips confusus (LeConte) and other bark beetles."
640,Scolytus rugulosus,1170,Nematode,Neoparasitylenchus rugulosi,United States,parasite,,,,,,"Nickle, 1971",1971,full text,"Nickle, W. R. (1971). Behavior of the shothole borer, Scolytus rugulosus, altered by the nematode parasite Neoparasitylenchus rugulosi. Annals of the Entomological Society of America, 64(3), 751-751."
737,Ips duplicatus,5921,Nematode,Contortylenchus cylindricus,,parasite,,,,,,"Slankis, 1967",1967,only English abstract,"Slankis, A. (1967). Contortylenchus cylindricus n. sp. and Contortylenchus rarus n. sp.(Tylenchida: Contortylenchidae) parasitic in bark beetles and taxonomic notes on the genus Contortylenchus Ruhm 1956."
738,Hylurgops starki,199007,Nematode,Contortylenchus rarus,,parasite,,,,,,"Slankis, 1967",1967,only English abstract,"Slankis, A. (1967). Contortylenchus cylindricus n. sp. and Contortylenchus rarus n. sp.(Tylenchida: Contortylenchidae) parasitic in bark beetles and taxonomic notes on the genus Contortylenchus Ruhm 1956."
739,Ips sexdentatus,1728,Nematode,Contortylenchus pseudodiplogaster,Russia,parasite,,,,,,"Slankis, 1969",1969,,"Slankis, A. (1969). A new species of endoparasitic nematode, Contortylenchus pseudodiplogaster n. sp. from the bark beetle, Ips sexdentatus."
753,Ips typographus,1733,Nematode,Contortylenchus diplogaster,Bulgaria,pathogen,,morphological,,isolated from beetle,,"Takov et al., 2006",2006,full text,"Takov, D., Pilarska, D., & Wegensteiner, R. (2006). Entomopathogens in Ips typographus (Coleoptera: Scolytidae) from several spruce stands in Bulgaria. Acta zoologica bulgarica, 58(3), 409-420."
754,Ips typographus,1733,Nematode,Cryptaphelenchus macrogaster,Bulgaria,pathogen,,morphological,,isolated from beetle,,"Takov et al., 2006",2006,full text,"Takov, D., Pilarska, D., & Wegensteiner, R. (2006). Entomopathogens in Ips typographus (Coleoptera: Scolytidae) from several spruce stands in Bulgaria. Acta zoologica bulgarica, 58(3), 409-420."
784,Dryocoetes autographus,1837,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
785,Hylurgops palliatus,409,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
786,Hylurgus ligniperda,502,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
787,Ips acuminatus,1695,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
788,Ips sexdentatus,1728,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
789,Ips typographus,1733,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
790,Orthotomicus erosus,1708,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
791,Orthotomicus laricis,1736,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
792,Orthotomicus longicollis,5940,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
793,Orthotomicus proximus,5944,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
794,Pityogenes bidentatus,1737,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
795,Pityogenes bistridentatus,5949,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
796,Pityogenes chalcographus,1739,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
797,Pityogenes conjunctus,5951,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
798,Pityogenes quadridens,1746,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
799,Taphrorychus villifrons,6268,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
800,Tomicus minor,520,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
801,Tomicus piniperda,521,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
802,Xyleborinus saxesenii,2037,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
826,Dendroctonus brevicomis,478,Nematode,Contortylenchus brevicomi,British Columbia,,,,hemocoel,,,"Thong and Webster, 1972",1972,full text,"Thong, C. H., & Webster, J. M. (1972). A Redescription of the bark beetle nematode Contortylenchus brevicomi: Synonym Contortylenchus barberus (Nematoda: Sphaerulariidae). Journal of nematology, 4(3), 213."
827,Dendroctonus pseudotsugae,485,Nematode,Contortylenchus reversus,Canada,parasite,,,,evaluation of nematodes from beetles,,"Thong and Webster, 1975",1975,full text,"Thong, C. H., & Webster, J. M. (1975). Effects of the bark beetle nematode, Contortylenchus reversus, on gallery construction, fecundity, and egg viability of the Douglas fir beetle, Dendroctonus pseudotsugae (Coleoptera: Scolytidae). Journal of Invertebrate Pathology, 26(2), 235-238."
828,Dendroctonus pseudotsugae,485,Nematode,Bursaphelenchus varicauda n.sp.,British Columbia,parasite,,,,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
829,Dendroctonus pseudotsugae,485,Nematode,Ektaphelenchus macrostylus,British Columbia,parasite,,,,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
830,Dendroctonus pseudotsugae,485,Nematode,Panagrolaimus dentatus,British Columbia,parasite,,,,evaluation of nematodes from beetles,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
