Record Block ID,Records ID,Beetle Host,Beetle Host IDs,pathogens,categories,organism source,infection site,ecological relationship,identification method,validation type,experimental conditions,country or region,year,source,title,doi or full text,full text
3cd970ea-0cac-81d0-9003-e44427d67e21,485,Euwallacea interjectus,3cd970ea-0cac-8117-bedf-cb56ff9ac831,Serratia marcescens,Bacteria,,,pathogen,,pathogenicity test,laboratory,China,2025,"Liu et al., 2025","Liu, J., Jiang, N., Gao, H., Lai, S., Zhou, Y., Hao, D., & Dai, L. (2025). Laboratory exploration of several potential biocontrol methods against the Ambrosia beetle, Euwallacea interjectus. Insects, 16(1), 56.",https://doi.org/10.3390/insects16010056,full text
3cd970ea-0cac-8153-a1ad-c6736e089580,486,Hypothenemus hampei,3cd970ea-0cac-81f7-998c-d66f5aa14d2a,Beauveria bassiana,Fungi,isolated from infected beetle,cuticular contact,pathogen,morphological and molecular,pathogenicity test,laboratory,China,2026,"Liu et al., 2026",Isolation and Identification of Beauveria bassiana Strain Bb-QJC2 and Evaluation of its Pathogenicity Against the Coffee Berry Borer (Hypothenemus hampei),球孢白僵菌Bb-QJC2的分离鉴定及对咖啡果小蠹的致病性测定,full text
3cd970ea-0cac-8129-9ff0-d778ad63a8ca,487,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,gut nematodes,Nematode,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-81c4-8082-e7ba46274c81,488,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Chytridiopsis typographi,Microsporidia,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-81a3-8eff-e4e0005f26eb,489,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Nosema typographi,Microsporidia,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-81ad-a64d-d5a1ff713c0e,490,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Gregarina typographi,Protist,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-8134-ad61-c6eb23500df9,491,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Mattesia schwenkei,Protist,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-81da-8f45-c852c3185b42,492,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,ItEPV,Virus,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-8114-8ee8-c0644961dad6,493,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,gut nematodes,Nematode,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-8112-8406-f1b2c788b194,494,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Chytridiopsis typographi,Microsporidia,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-81d9-8b2f-e3996d8fc790,495,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Metschnikowia typographi,Fungi,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-810e-ad5c-e932d7865e27,496,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Gregarina typographi,Protist,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-8169-b06c-dd88bee5fe38,497,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Mattesia schwenkei,Protist,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-81cc-b27e-f8c4ebcaf120,498,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,ItEPV,Virus,evaluation of pathogen from beetles,,pathogen,,,,Czech Republic,2013,"Lukasova et al., 2013","Lukášová, K., Holuša, J., & Turčáni, M. (2013). Pathogens of Ips amitinus: new species and comparison with I ps typographus. Journal of Applied Entomology, 137(3), 188-196.",https://doi.org/10.1111/jen.12000,full text
3cd970ea-0cac-81b4-aa20-e1113faa396b,499,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Gregarina typographi,Protist,evaluation of pathogen from beetles,,,morphological,,,Czech Republic,2015,"Lukášová and Holuša, 2015","Lukášová, K., & Holuša, J. (2015). Comparison of pathogens infection level in Ips typographus (Coleoptera: Curculionidae) beetles sampled in pheromone traps and at place of overwintering. Acta Parasitologica, 60(3), 462-465.",https://doi.org/10.1515/ap-2015-0064,full text
3cd970ea-0cac-8138-800d-e7f701b3293c,500,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,ItEPV,Virus,evaluation of pathogen from beetles,,,morphological,,,Czech Republic,2015,"Lukášová and Holuša, 2015","Lukášová, K., & Holuša, J. (2015). Comparison of pathogens infection level in Ips typographus (Coleoptera: Curculionidae) beetles sampled in pheromone traps and at place of overwintering. Acta Parasitologica, 60(3), 462-465.",https://doi.org/10.1515/ap-2015-0064,full text
3cd970ea-0cac-8162-abbe-e9e663b95c9e,501,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Nosema typographi,Microsporidia,evaluation of pathogen from beetles,,,morphological,,,Czech Republic,2015,"Lukášová and Holuša, 2015","Lukášová, K., & Holuša, J. (2015). Comparison of pathogens infection level in Ips typographus (Coleoptera: Curculionidae) beetles sampled in pheromone traps and at place of overwintering. Acta Parasitologica, 60(3), 462-465.",https://doi.org/10.1515/ap-2015-0064,full text
3cd970ea-0cac-812b-8c47-e3ca5f9eba95,502,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Beauveria bassiana,Fungi,,,pathogen,,pathogenicity test,,,1984,"Lutyk and Swiezynska, 1984","Lutyk P. & H. Swiezynska 1984. Trials to control the larger pine-shoot beetle (Tomicus piniperda L.) with the use of the fungus Beauveria bassiana (Bals.) Vuill. on piled wood. Sylwan, 9, 41-45.",https://agris.fao.org/search/en/providers/122651/records/6471bd3277fd37171a6e0633,full text
3cd970ea-0cac-81e6-b20e-c4827640fa98,503,Pityokteines curvidens,3cd970ea-0cac-81f8-9105-d2ffa788e0b5,Nosema curvidens,Bacteria,,,,,,,,1959,Lysenko 1959,"Lysenko, O. (1959). Report on diagnosis of bacteria isolated from insects (1954–1958). Entomophaga, 4(1), 15-22.",https://doi.org/10.1007/BF02376098,full text
3cd970ea-0cac-814b-8a6a-cc27fc4a5339,504,Pityokteines curvidens,3cd970ea-0cac-81f8-9105-d2ffa788e0b5,Serratia marcescens,Bacteria,,,,,,,,1959,Lysenko 1959,"Lysenko, O. (1959). Report on diagnosis of bacteria isolated from insects (1954–1958). Entomophaga, 4(1), 15-22.",https://doi.org/10.1007/BF02376098,full text
3cd970ea-0cac-8142-95ae-ef50a9a7c323,505,Trypodendron lineatum,3cd970ea-0cac-81f6-9fae-dff5cefc9112,Pseudomonas septica,Bacteria,,,,,,,,1959,Lysenko 1959,"Lysenko, O. (1959). Report on diagnosis of bacteria isolated from insects (1954–1958). Entomophaga, 4(1), 15-22.",https://doi.org/10.1007/BF02376098,full text
3cd970ea-0cac-8172-8e1b-e2b7f00af3ca,506,Dendroctonus frontalis,3cd970ea-0cac-81b5-b18d-f10167e662e3,Contortylenchus brevicomi,Nematode,evaluation of infection from beetles,,parasite,,,,"Florida, United States",1980,"MacGuidwin et al., 1980","MacGuidwin, A. E., Smart Jr, G. C., Wilkinson, R. C., & Allen, G. E. (1980). Effect of the nematode Contortylenchus brevicomi on gallery construction and fecundity of the southern pine beetle. Journal of nematology, 12(4), 278.",https://pubmed.ncbi.nlm.nih.gov/19300703/,full text
3cd970ea-0cac-818c-92d5-d11d377b5501,507,Dendroctonus frontalis,3cd970ea-0cac-81b5-b18d-f10167e662e3,Unikaryon minutum,Microsporidia,evaluation of infection from beetles,,parasite,,,,"Florida, United States",1980,"MacGuidwin et al., 1980","MacGuidwin, A. E., Smart Jr, G. C., Wilkinson, R. C., & Allen, G. E. (1980). Effect of the nematode Contortylenchus brevicomi on gallery construction and fecundity of the southern pine beetle. Journal of nematology, 12(4), 278.",https://pubmed.ncbi.nlm.nih.gov/19300703/,full text
3cd970ea-0cac-81b9-bc3b-dd5993736d1c,508,Trypodendron lineatum,3cd970ea-0cac-81f6-9fae-dff5cefc9112,Beauveria bassiana,Fungi,,,,,,,,1981,"Magema et al., 1981","Magema N., C. Verstraeten & C. Gaspar 1981. Les ennemis naturels du scolyte Trypodendron lineatum (Olivier, 1795) (Coleopetra, Scolytidae) dans la forest de Hazeilles et des Epioux. Annales de la Societe Royale Zoologique de Belgique 111, 89-95.",,non full-text
3cd970ea-0cac-8152-ba94-fc5da81433d2,509,Dendroctonus rufipennis,3cd970ea-0cac-8134-a2c9-c7fa5c20155e,Beauveria bassiana,Fungi,"isolated from cadaver; tree, and soil",,,morphological and molecular,virulence test,laboratory,United States,2020,"Mann and Davis, 2020","Mann, A. J., & Davis, T. S. (2020). Plant secondary metabolites and low temperature are the major limiting factors for Beauveria bassiana (Bals.-Criv.) Vuill.(Ascomycota: Hypocreales) growth and virulence in a bark beetle system. Biological Control, 141, 104130.",https://doi.org/10.1016/j.biocontrol.2019.104130,full text
3cd970ea-0cac-817e-8fb2-ce0e75bab0ec,510,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Beauveria bassiana,Fungi,,,,,virulence test,laboratory,,2000,"Markova, 2000","Markova, G. (2000). Pathogenicity of several entomogenous fungi to some of the most serious forest insect pests in Europe.",https://www.cabidigitallibrary.org/doi/full/10.5555/20013072732,only English abstract
3cd970ea-0cac-8144-ae3b-d9c795a33c67,511,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Paecilomyces farinosus,Fungi,,,,,virulence test,laboratory,,2000,"Markova, 2000","Markova, G. (2000). Pathogenicity of several entomogenous fungi to some of the most serious forest insect pests in Europe.",https://www.cabidigitallibrary.org/doi/full/10.5555/20013072732,only English abstract
3cd970ea-0cac-81c2-a0d9-e3896c41ca5c,512,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Metarhizium anisopliae,Fungi,,,,,virulence test,laboratory,,2000,"Markova, 2000","Markova, G. (2000). Pathogenicity of several entomogenous fungi to some of the most serious forest insect pests in Europe.",https://www.cabidigitallibrary.org/doi/full/10.5555/20013072732,only English abstract
3cd970ea-0cac-81dc-bdf6-e44ef3454ad2,513,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Verticillium lecanii,Fungi,,,,,virulence test,laboratory,,2000,"Markova, 2000","Markova, G. (2000). Pathogenicity of several entomogenous fungi to some of the most serious forest insect pests in Europe.",https://www.cabidigitallibrary.org/doi/full/10.5555/20013072732,only English abstract
3cd970ea-0cac-813a-9b75-ecdec4ef4d15,514,Dendroctonus rufipennis,3cd970ea-0cac-8134-a2c9-c7fa5c20155e,Ektaphelenchus obtusus,Nematode,,,parasite,,,,,1956,"Massey, 1956","Massey, C. L. (1956). Nematode parasites and associates of the Engelmann spruce beetle (Dendroctonus engelmanni Hopk.).",https://www.cabidigitallibrary.org/doi/full/10.5555/19560801103,only English abstract
3cd970ea-0cac-81b9-82c5-e2747041e3aa,515,Dendroctonus rufipennis,3cd970ea-0cac-8134-a2c9-c7fa5c20155e,Sphaerularia dendroctoni,Nematode,,,parasite,,,,,1956,"Massey, 1956","Massey, C. L. (1956). Nematode parasites and associates of the Engelmann spruce beetle (Dendroctonus engelmanni Hopk.).",https://www.cabidigitallibrary.org/doi/full/10.5555/19560801103,only English abstract
3cd970ea-0cac-8165-9443-eae5832d0d3f,516,Dendroctonus barberi,3cd970ea-0cac-813c-9bab-da0ca998a960,Alphelenchulus barberus,Nematode,,,parasite,,,,United States,1957,"Massey, 1957","Massey, C. L. (1957). Four new species of Alphelenchulus (Nematoda) parasitic in bark beetles in the United States.",https://www.cabidigitallibrary.org/doi/full/10.5555/19576600725,only English abstract
3cd970ea-0cac-81ce-a47c-e841ee2d9ebf,517,Dendroctonus frontalis,3cd970ea-0cac-81b5-b18d-f10167e662e3,Alphelenchulus barberus,Nematode,,,parasite,,,,United States,1957,"Massey, 1957","Massey, C. L. (1957). Four new species of Alphelenchulus (Nematoda) parasitic in bark beetles in the United States.",https://www.cabidigitallibrary.org/doi/full/10.5555/19576600725,only English abstract
3cd970ea-0cac-81b7-9111-fcb9a7682fa8,518,Dendroctonus brevicomis,3cd970ea-0cac-81b8-bdb2-d0d58ae1dd6f,Alphelenchulus brevicomi,Nematode,,,parasite,,,,United States,1957,"Massey, 1957","Massey, C. L. (1957). Four new species of Alphelenchulus (Nematoda) parasitic in bark beetles in the United States.",https://www.cabidigitallibrary.org/doi/full/10.5555/19576600725,only English abstract
3cd970ea-0cac-812f-a64a-fb7347deac7a,519,Ips oregoni,3cd970ea-0cac-817f-bf7a-ea40459aee1f,Alphelenchulus spirus,Nematode,,,parasite,,,,United States,1957,"Massey, 1957","Massey, C. L. (1957). Four new species of Alphelenchulus (Nematoda) parasitic in bark beetles in the United States.",https://www.cabidigitallibrary.org/doi/full/10.5555/19576600725,only English abstract
3cd970ea-0cac-813c-8ae2-e72d548700f8,520,Ips grandicollis,3cd970ea-0cac-8100-b325-daf2aaa8c8b8,Alphelenchulus grandicolli,Nematode,,,parasite,,,,United States,1957,"Massey, 1957","Massey, C. L. (1957). Four new species of Alphelenchulus (Nematoda) parasitic in bark beetles in the United States.",https://www.cabidigitallibrary.org/doi/full/10.5555/19576600725,only English abstract
3cd970ea-0cac-814a-b2f5-ebac5a7150b1,521,Ips confusus,3cd970ea-0cac-81dc-bbc7-ee2c469f8ddf,Aphelenchulus elongatus,Nematode,,,parasite,,,,United States,1960,"Massey, 1960","Massey, C. L. (1960). Nematode parasites and associates of the California five-spined engraver, Ips confusus (Lec.).",https://www.cabidigitallibrary.org/doi/full/10.5555/19610800154,only English abstract
3cd970ea-0cac-81a1-a901-dc0e432b9009,522,Ips confusus,3cd970ea-0cac-81dc-bbc7-ee2c469f8ddf,Parasitaphelenchus sp.,Nematode,,,parasite; no harm to the host,,,,United States,1960,"Massey, 1960","Massey, C. L. (1960). Nematode parasites and associates of the California five-spined engraver, Ips confusus (Lec.).",https://www.cabidigitallibrary.org/doi/full/10.5555/19610800154,only English abstract
3cd970ea-0cac-8181-b48e-fba8895ffd9e,523,Ips confusus,3cd970ea-0cac-81dc-bbc7-ee2c469f8ddf,Parasitorhabditis obtusa,Nematode,,,parasite,,,,United States,1960,"Massey, 1960","Massey, C. L. (1960). Nematode parasites and associates of the California five-spined engraver, Ips confusus (Lec.).",https://www.cabidigitallibrary.org/doi/full/10.5555/19610800154,only English abstract
3cd970ea-0cac-8130-a232-e2d4448e2116,524,Ips confusus,3cd970ea-0cac-81dc-bbc7-ee2c469f8ddf,Diplogaster bandelieri,Nematode,,,,,,,United States,1960,"Massey, 1960","Massey, C. L. (1960). Nematode parasites and associates of the California five-spined engraver, Ips confusus (Lec.).",https://www.cabidigitallibrary.org/doi/full/10.5555/19610800154,only English abstract
3cd970ea-0cac-81e4-8749-fb95a53e89d3,525,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Parasitylenchus elongatus,Nematode,,,parasite,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-815b-93c9-fe537823957b,526,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Parasitylenchus scrutillus,Nematode,,,parasite,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-816a-b0be-c7a8417bf230,527,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Panagrolaimus judithae,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-81fd-a7c9-fc032197836c,528,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Panagrolaimus concolor,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-81b1-bd40-fc48d6037ce9,529,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Plectonchus wyganti,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-81fe-997b-ea4f4d79cd0b,530,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Panagrobelus scolyti,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-816b-8137-f52b0616df37,531,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Bunonema newmexicana,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-8163-97aa-d6adcce28963,532,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Ektaphelenchus sandiaensis,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-8104-a531-d5f1ce52daef,533,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Bursaphelenchus wilfordi,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-810a-8269-dde55ee937b4,534,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Plectus eurycerus,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-81cf-9232-d76a263a7480,535,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Plectus makrodemas,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-8137-a8af-c84b1fcedcc4,536,Scolytus ventralis,3cd970ea-0cac-8188-8580-c20e1d961821,Panagromacra margaretae,Nematode,,,associate?,,,,"New Mexico, United States",1964,"Massey, 1964a","Massey, C.L., 1964a. The nematode parasites and associates of the fir engraver beetle, Scolytus ventralis Le Conte, in New Mexico. J. Insect Pathol. 6, 133–155.",https://www.cabidigitallibrary.org/doi/full/10.5555/19640501265,only English abstract
3cd970ea-0cac-815f-808d-d446d231aed4,537,Dendroctonus rufipennis,3cd970ea-0cac-8134-a2c9-c7fa5c20155e,Ektaphelenchus riograndensis,Nematode,,,parasite,,,,United States,1964,"Massey, 1964b","Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40.",https://www.cabidigitallibrary.org/doi/full/10.5555/19650800469,only English abstract
3cd970ea-0cac-8196-a150-e4051c4b6615,538,Dendroctonus barberi,3cd970ea-0cac-813c-9bab-da0ca998a960,Ektaphelenchus riograndensis,Nematode,,,parasite,,,,United States,1964,"Massey, 1964b","Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40.",https://www.cabidigitallibrary.org/doi/full/10.5555/19650800469,only English abstract
3cd970ea-0cac-814c-87b7-e273998b9277,539,Ips integer,3cd970ea-0cac-8150-8570-d0e2a0293166,Ektaphelenchus riograndensis,Nematode,,,parasite,,,,United States,1964,"Massey, 1964b","Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40.",https://www.cabidigitallibrary.org/doi/full/10.5555/19650800469,only English abstract
3cd970ea-0cac-8164-972e-c812b58a2fe9,540,Ips calligraphus,3cd970ea-0cac-8173-bd2a-d18690870555,Ektaphelenchus riograndensis,Nematode,,,parasite,,,,United States,1964,"Massey, 1964b","Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40.",https://www.cabidigitallibrary.org/doi/full/10.5555/19650800469,only English abstract
3cd970ea-0cac-81a7-acca-f7a01fa75fb7,541,Ips lecontei,3cd970ea-0cac-811d-944d-f6a33c686871,Ektaphelenchus riograndensis,Nematode,,,parasite,,,,United States,1964,"Massey, 1964b","Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40.",https://www.cabidigitallibrary.org/doi/full/10.5555/19650800469,only English abstract
3cd970ea-0cac-81d3-b56e-efc6fbfcd20b,542,Ips oregonis,3cd970ea-0cac-8192-974d-d9a06e7893c5,Ektaphelenchus riograndensis,Nematode,,,parasite,,,,United States,1964,"Massey, 1964b","Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40.",https://www.cabidigitallibrary.org/doi/full/10.5555/19650800469,only English abstract
3cd970ea-0cac-81f0-b0f7-c3793dd74b5e,543,Dryocoetes confusus,3cd970ea-0cac-8181-aa46-cd00f7c990d9,Ektaphelenchus prolobos,Nematode,,,parasite,,,,United States,1964,"Massey, 1964b","Massey, C.L., 1964b. Two new species of the nematode genus Ektaphelenchus (Nematoda: Aphelenchoididae) parasites of bark beetles in the south-western United States. Proc. Helminthol. Soc. Wash. 31, 37–40.",https://www.cabidigitallibrary.org/doi/full/10.5555/19650800469,only English abstract
3cd970ea-0cac-815f-b195-da1dd12b23d0,544,Dendroctonus adjunctus,3cd970ea-0cac-81fa-a396-df87a2420c72,Parasitylenchus stipatus,Nematode,,,internal parasite,,,,"New Mexico, United States",1966,"Massey, 1966a","Massey, C. L. (1966). The nematode parasites and associates of Dendroctonus adjunctus (Coleoptera: Scolytidae) in New Mexico. Annals of the Entomological Society of America, 59(3), 424-440.",https://doi.org/10.1093/aesa/59.3.424,
3cd970ea-0cac-81ea-86ff-c5dbab97958c,545,Dendroctonus adjunctus,3cd970ea-0cac-81fa-a396-df87a2420c72,Parasitaphelenchus dendroctoni,Nematode,,,internal parasite,,,,"New Mexico, United States",1966,"Massey, 1966a","Massey, C. L. (1966). The nematode parasites and associates of Dendroctonus adjunctus (Coleoptera: Scolytidae) in New Mexico. Annals of the Entomological Society of America, 59(3), 424-440.",https://doi.org/10.1093/aesa/59.3.424,
3cd970ea-0cac-81ef-9066-e268b33c6c1e,546,Dendroctonus pseudotsugae,3cd970ea-0cac-818b-8879-fe03575b52dd,Neoditylenchus puniwopus,Nematode,,,associate,,,,United States,1969,"Massey, 1969","Massey, C.L., 1969. New species of tylenchs associated with bark beetles in New Mexico and Colorado. Proc. Helminthol. Soc. Wash. 64, 43–52.",,
