Record Block ID,Records ID,Beetle Host,Beetle Host IDs,pathogens,categories,organism source,infection site,ecological relationship,identification method,validation type,experimental conditions,country or region,year,source,title,doi or full text,full text
3cd970ea-0cac-8169-b702-e962046ab2ce,198,Ips subelongatus,3cd970ea-0cac-812e-8ec2-e73472efb5ce,Bacillus thuringiensis var. insectus,Bacteria,,,,,pathogenicity test,,,1982,"Gusteleva, 1982a","Gusteleva L.A. 1982a. Prospects for using microbial preparations against Ips subelongatus. Lesnoe Khozyaistvo 9, 67.",https://www.cabidigitallibrary.org/doi/full/10.5555/19830688336,only English abstract
3cd970ea-0cac-81f7-ac8d-dd5c660f2bda,199,Ips subelongatus,3cd970ea-0cac-812e-8ec2-e73472efb5ce,Beauveria bassiana,Fungi,,,,,pathogenicity test,,,1982,"Gusteleva, 1982a","Gusteleva L.A. 1982a. Prospects for using microbial preparations against Ips subelongatus. Lesnoe Khozyaistvo 9, 67.",https://www.cabidigitallibrary.org/doi/full/10.5555/19830688336,only English abstract
3cd970ea-0cac-81db-b28f-fed6665a00f3,200,Ips subelongatus,3cd970ea-0cac-812e-8ec2-e73472efb5ce,Beauveria bassiana,Fungi,,,,,pathogenicity test,,,1982,"Gusteleva, 1982b","Gusteleva L.A. 1982b. The interaction of wood decomposing insects with microorganisms. In: Konsortivnye svyazi dereva i dendrofil nykh nasekomykh, ed.: A.S. Isaev, 56-67.",https://www.cabidigitallibrary.org/doi/full/10.5555/19860610478,only English abstract
3cd970ea-0cac-816e-abd4-f98521dd6539,201,Ips subelongatus,3cd970ea-0cac-812e-8ec2-e73472efb5ce,Beauveria bassiana,Fungi,,,,,,,,1984,"Gusteleva, 1984","Gusteleva L.A. 1984. Virulence of Beauveria bassiana (Bals.) Vuill to the larvae of the bark beetle Ips subelongatus Motsch. (Coleoptera, Scolytidae). Revue d’Entomologie de l’Urss 63, 40-42.",,
3cd970ea-0cac-8164-a4e8-d55f510e7db7,202,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,ItEPV,Virus,,,,,,,,1998,"Haidler et al., 1998","Haidler B. 1998. Pathogene und Parasiten von ichtenborkenkäfern in einem Fichtenbestand am Achner Kogel bei Tamsweg. Diploma thesis, Formal- und Naturwissenschaftliche Fakultät der niversität Wien.",,non full-text
3cd970ea-0cac-810a-a9f0-dcab0519cac1,203,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,ItEPV,Virus,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8111-8723-f9110b08447f,204,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Malamoeba scolyti,Protist,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8151-9f87-fecaf3158c4d,205,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Gregarina sp.,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-81f6-ba3c-e5fd09403a88,206,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Chytridiopsis cf. typographi,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-81a5-9c21-fe9c2cb8fbb8,207,Hylastes cunicularius,3cd970ea-0cac-8107-bd7c-ffe754efa813,Gregarina sp.,Protist,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-81fd-9ead-ee0c7e1c0440,208,Hylastes cunicularius,3cd970ea-0cac-8107-bd7c-ffe754efa813,Chytridiopsis cf. typographi,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8100-84f6-dc737939d10b,209,Hylastes cunicularius,3cd970ea-0cac-8107-bd7c-ffe754efa813,unidentified microsporidia,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-81a1-adeb-ff820d280c8b,210,Hylurgops glabratus,3cd970ea-0cac-8114-b685-f25497a409df,Malamoeba scolyti,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8198-a4b6-fb13d1e4086b,211,Hylurgops glabratus,3cd970ea-0cac-8114-b685-f25497a409df,Gregarina sp.,Protist,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8184-90f7-d4b167d0a0e9,212,Hylurgops glabratus,3cd970ea-0cac-8114-b685-f25497a409df,Chytridiopsis cf. typographi,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-810a-994c-fc17ea9f4226,213,Hylurgops glabratus,3cd970ea-0cac-8114-b685-f25497a409df,unidentified microsporidia,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8111-a6ab-fb6554a3d9c0,214,Hylurgops palliatus,3cd970ea-0cac-816f-b74a-dc5ef373dcda,unidentified microsporidia,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-81b1-84ad-dff23f2606f5,215,Dryocoetes autographus,3cd970ea-0cac-81b6-87c6-e583eea30425,Malamoeba scolyti,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8197-9d4e-c6defc0cc9db,216,Dryocoetes autographus,3cd970ea-0cac-81b6-87c6-e583eea30425,Gregarina sp.,Protist,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8135-a2a8-ff5c8b3f8a00,217,Dryocoetes autographus,3cd970ea-0cac-81b6-87c6-e583eea30425,unidentified microsporidia,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-81ad-8159-d2122c9d9df4,218,Pityophthorus pityographus,3cd970ea-0cac-8146-8693-dd98d3a384a6,Chytridiopsis cf. typographi,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-81a2-b9a6-e54ff18577cf,219,Pityogenes chalcographus,3cd970ea-0cac-81ae-b124-f43044691162,Gregarina sp.,Protist,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8185-81ea-d0b6ce1406ca,220,Pityogenes chalcographus,3cd970ea-0cac-81ae-b124-f43044691162,Chytridiopsis cf. typographi,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-8154-a59d-c454c0b3574f,221,Pityogenes chalcographus,3cd970ea-0cac-81ae-b124-f43044691162,unidentified microsporidia,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-816b-8e9d-c69c9e3fd545,222,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Gregarina sp.,Protist,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-812d-8c7b-f467bb2f32f3,223,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Chytridiopsis cf. typographi,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-81a5-8d78-db9b25b76203,224,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,unidentified microsporidia,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,morphological,,,Austria,2003,"Haidler et al., 2003","Haidler, B.,Wegensteiner, R., Weiser, J., 2003. Occurrence of microsporidia and other pathogens in associated living spruce bark beetles (Coleoptera: Scolytidae) in an Austrian forest. IOBC/wprs Bull. 26, 257–260.",https://www.researchgate.net/profile/Lelde-Grantina-Ievina/publication/236021337_Genetic_variation_among_Latvian_isolates_of_Beauveria_bassiana/links/0deec515d28777f878000000/Genetic-variation-among-Latvian-isolates-of-Beauveria-bassiana.pdf#page=277,full text
3cd970ea-0cac-81f8-96d6-feff8f67ac63,225,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Beauveria bassiana,Fungi,,,,,,,,1994,"Hallet et al., 1994","Hallet S., J.C. Gregoire & J. Coremans-Pelseneer 1994. Prospects in the use of the entomopathogenous
fungus Beauveria bassiana (Bals.) Vuill. (Deuteromycetes: Hyphomycetes) to control the spruce
bark beetle Ips typographus L. (Coleoptera: Scolytidae). Mededelingen Faculteit Landbouwkundige
en Toegepaste Biologische Wetenschappen Universiteit Gent 59, 379-83.",,non full-text
3cd970ea-0cac-8189-b1c7-e796be0595c0,226,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Gregarina typographi,Protist,evaluation of pathogen infections of all emerged beetles,,pathogen,,,,Austria,2005,"Händel and Wegensteiner, 2005","Handel, U., Wegensteiner, R., 2005. Occurrence of pathogens in bark beetles (Coleoptera, Scolytidae) from Alpine pine (Pinus cembra L.). IOBC/wprs Bull 28, 155–158.",https://www.cabidigitallibrary.org/doi/full/10.5555/20073017345,only English abstract
3cd970ea-0cac-817e-825c-defdbf9e0247,227,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Malamoeba scolyti,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,,,,Austria,2005,"Händel and Wegensteiner, 2005","Handel, U., Wegensteiner, R., 2005. Occurrence of pathogens in bark beetles (Coleoptera, Scolytidae) from Alpine pine (Pinus cembra L.). IOBC/wprs Bull 28, 155–158.",https://www.cabidigitallibrary.org/doi/full/10.5555/20073017345,only English abstract
3cd970ea-0cac-81a4-83ad-f1fbd41e017c,228,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Mattesia sp.,Protist,evaluation of pathogen infections of all emerged beetles,,pathogen,,,,Austria,2005,"Händel and Wegensteiner, 2005","Handel, U., Wegensteiner, R., 2005. Occurrence of pathogens in bark beetles (Coleoptera, Scolytidae) from Alpine pine (Pinus cembra L.). IOBC/wprs Bull 28, 155–158.",https://www.cabidigitallibrary.org/doi/full/10.5555/20073017345,only English abstract
3cd970ea-0cac-8144-8d20-fc9eb63dbcfb,229,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,Chytridiopsis typographi,Microsporidia,evaluation of pathogen infections of all emerged beetles,,pathogen,,,,Austria,2005,"Händel and Wegensteiner, 2005","Handel, U., Wegensteiner, R., 2005. Occurrence of pathogens in bark beetles (Coleoptera, Scolytidae) from Alpine pine (Pinus cembra L.). IOBC/wprs Bull 28, 155–158.",https://www.cabidigitallibrary.org/doi/full/10.5555/20073017345,only English abstract
3cd970ea-0cac-81eb-a669-e135411eb6be,230,Pityogenes conjunctus,3cd970ea-0cac-819f-a858-d3ccf8a3d570,Gregarina sp.,Protist,evaluation of pathogen infections of all emerged beetles,,pathogen,,,,Austria,2005,"Händel and Wegensteiner, 2005","Handel, U., Wegensteiner, R., 2005. Occurrence of pathogens in bark beetles (Coleoptera, Scolytidae) from Alpine pine (Pinus cembra L.). IOBC/wprs Bull 28, 155–158.",https://www.cabidigitallibrary.org/doi/full/10.5555/20073017345,only English abstract
3cd970ea-0cac-816c-bb90-cf64be6b6e62,231,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Chytridiopsis typographi,Microsporidia,,,,,,,,2001,"Händel et al., 2001","Händel U., M. Kenis & R. Wegensteiner 2001. Untersuchungen zum Vorkommen von Pathogenen und Parasiten in Populationen überwinternder Fichtenborkenkäfer (Col., Scolytidae). Mitteilungen der Deutschen Gesellschaft für allgemeine und angewandte Entomologie 13, 423-28.",,non full-text
3cd970ea-0cac-81bf-b252-ed6040b99235,232,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Unikaryon montanum,Microsporidia,,,,,,,,2001,"Händel et al., 2001","Händel U., M. Kenis & R. Wegensteiner 2001. Untersuchungen zum Vorkommen von Pathogenen und Parasiten in Populationen überwinternder Fichtenborkenkäfer (Col., Scolytidae). Mitteilungen der Deutschen Gesellschaft für allgemeine und angewandte Entomologie 13, 423-28.",,non full-text
3cd970ea-0cac-817c-b3e1-f9f92fda45c9,233,Ips amitinus,3cd970ea-0cac-815a-a757-ffcc6a0735b5,similar to the ItEPV,Virus,,,,,,,,2001,"Händel et al., 2001","Händel U., M. Kenis & R. Wegensteiner 2001. Untersuchungen zum Vorkommen von Pathogenen und Parasiten in Populationen überwinternder Fichtenborkenkäfer (Col., Scolytidae). Mitteilungen der Deutschen Gesellschaft für allgemeine und angewandte Entomologie 13, 423-28.",,non full-text
3cd970ea-0cac-81ac-bff8-cbb88457cbe2,234,Polygraphus poligraphus,3cd970ea-0cac-8198-96bc-d4687d039075,baculovirus-like particles,Virus,,,,,,,,2001,"Händel et al., 2001","Händel U., M. Kenis & R. Wegensteiner 2001. Untersuchungen zum Vorkommen von Pathogenen und Parasiten in Populationen überwinternder Fichtenborkenkäfer (Col., Scolytidae). Mitteilungen der Deutschen Gesellschaft für allgemeine und angewandte Entomologie 13, 423-28.",,non full-text
3cd970ea-0cac-81e2-ba6e-e5fb38a996fb,235,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,ItEPV,Virus,evaluation of pathogen infections of emerged beetles,midgut epithelium,pathogen,,,,Austria,2003,"Händel et al., 2003","Händel, U., Wegensteiner, R., Weiser, J., & Zizka, Z. (2003). Occurrence of pathogens in associated living bark beetles (Col., Scolytidae) from different spruce stands in Austria. Anzeiger für Schädlingskunde= Journal of pest science, 76(1), 22-32.",https://doi.org/10.1046/j.1439-0280.2003.03007.x,full text
3cd970ea-0cac-81c9-b7e3-ceeb7f45eda4,236,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Malamoeba scolyti,Microsporidia,evaluation of pathogen infections of emerged beetles,midgut epithelium; malpighian tubules,pathogen,,,,Austria,2003,"Händel et al., 2003","Händel, U., Wegensteiner, R., Weiser, J., & Zizka, Z. (2003). Occurrence of pathogens in associated living bark beetles (Col., Scolytidae) from different spruce stands in Austria. Anzeiger für Schädlingskunde= Journal of pest science, 76(1), 22-32.",https://doi.org/10.1046/j.1439-0280.2003.03007.x,full text
3cd970ea-0cac-8149-95ef-caa8216c67be,237,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Mattesia sp.,Protist,evaluation of pathogen infections of emerged beetles,fat body,pathogen,,,,Austria,2003,"Händel et al., 2003","Händel, U., Wegensteiner, R., Weiser, J., & Zizka, Z. (2003). Occurrence of pathogens in associated living bark beetles (Col., Scolytidae) from different spruce stands in Austria. Anzeiger für Schädlingskunde= Journal of pest science, 76(1), 22-32.",https://doi.org/10.1046/j.1439-0280.2003.03007.x,full text
3cd970ea-0cac-81a8-b472-ee8ff92a963d,238,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Gregarina typographi,Protist,evaluation of pathogen infections of emerged beetles,midgut lumen,pathogen,,,,Austria,2003,"Händel et al., 2003","Händel, U., Wegensteiner, R., Weiser, J., & Zizka, Z. (2003). Occurrence of pathogens in associated living bark beetles (Col., Scolytidae) from different spruce stands in Austria. Anzeiger für Schädlingskunde= Journal of pest science, 76(1), 22-32.",https://doi.org/10.1046/j.1439-0280.2003.03007.x,full text
3cd970ea-0cac-8191-8969-d993803f90a6,239,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Chytridiopsis typographi,Microsporidia,evaluation of pathogen infections of emerged beetles,midgut epithelium,pathogen,,,,Austria,2003,"Händel et al., 2003","Händel, U., Wegensteiner, R., Weiser, J., & Zizka, Z. (2003). Occurrence of pathogens in associated living bark beetles (Col., Scolytidae) from different spruce stands in Austria. Anzeiger für Schädlingskunde= Journal of pest science, 76(1), 22-32.",https://doi.org/10.1046/j.1439-0280.2003.03007.x,full text
3cd970ea-0cac-8148-9b2c-dad205cc9f26,240,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Nosema typographi,Microsporidia,evaluation of pathogen infections of emerged beetles,midgut epithelium; fat body; gonads,pathogen,,,,Austria,2003,"Händel et al., 2003","Händel, U., Wegensteiner, R., Weiser, J., & Zizka, Z. (2003). Occurrence of pathogens in associated living bark beetles (Col., Scolytidae) from different spruce stands in Austria. Anzeiger für Schädlingskunde= Journal of pest science, 76(1), 22-32.",https://doi.org/10.1046/j.1439-0280.2003.03007.x,full text
3cd970ea-0cac-81f8-8a2c-e1f3086cc168,241,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Unikaryon montanum,Microsporidia,evaluation of pathogen infections of emerged beetles,midgut epithelium; fat body; gonads,pathogen,,,,Austria,2003,"Händel et al., 2003","Händel, U., Wegensteiner, R., Weiser, J., & Zizka, Z. (2003). Occurrence of pathogens in associated living bark beetles (Col., Scolytidae) from different spruce stands in Austria. Anzeiger für Schädlingskunde= Journal of pest science, 76(1), 22-32.",https://doi.org/10.1046/j.1439-0280.2003.03007.x,full text
3cd970ea-0cac-8175-a38a-c40f8bb7f4e7,242,Ips typographus,3cd970ea-0cac-81e7-bd37-c7209a5601d7,Metschnikowia sp.,Fungi,evaluation of pathogen infections of emerged beetles,midgut epithelium,pathogen,,,,Austria,2003,"Händel et al., 2003","Händel, U., Wegensteiner, R., Weiser, J., & Zizka, Z. (2003). Occurrence of pathogens in associated living bark beetles (Col., Scolytidae) from different spruce stands in Austria. Anzeiger für Schädlingskunde= Journal of pest science, 76(1), 22-32.",https://doi.org/10.1046/j.1439-0280.2003.03007.x,full text
